,Team,,Top25,Home,OT,Opponent,Date,,FGM,FGA,,3M,3A,,FTM,FTA,,SM,Clutch SM,REB,OPPReb,Off REB,Opp Off Reb,Turn,OppTurn,steal,Win,ComeFromBehindWins,BlownLeadClutchLoss,Away,Neutral,Top 25,Overtime,Opp Historical Value,Opp Historical Value 1-100,Opp Historical Value 101-200,Opp Historical Value 300+,Opp Current Value,SOS of Game,% of points in clutch,Opp % of points in clutch,"Had Lead, but Lost",Came back from deficit and won,Perfect Fg,Perfect 3Fg,Perfect Ft,Free throws lost game,Made a 10+ marg into clutch game ,20% of scoring came during clut,"Clutch Shot differential? Move Value to part of SOS, average clutch last year?, percentage of clutch points from 3 and ft, opp 2 fg and 3fg",Clutch Value
Team:,,,,,,,,,Sum:,Sum:,,Sum:,Sum:,,Sum:,Sum:,,,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Sum:,Sum:,,Sum:,Sum:,Sum:,,,,,,,,,,,,,,,,,,Sum:
,Florida,,1,Away,0,Arkansas,1/11/25,,4,7,0.571428571428571,2,3,0.666666666666667,5,8,0.625,8,2,7,5,1,2,1,0,0,1,0,0,1,0,0,0,121.056,,,,1946.542,27.2041035003554,0.211267605633803,0.206349206349206,0,0,0,0,0,0,0,1,,6.0991
,Florida,,1,Away,0,Kentucky,1/4/25,,6,8,0.75,2,4,0.5,4,8,0.5,-6,1,4,5,1,1,0,0,0,0,0,0,1,0,1,0,15.235,,,,2116.509,2.1691742988714,0.18,0.160377358490566,0,0,0,0,0,0,0,0,,4.23
,Florida,,1,Away,0,Alabama,3/5/25,,2,6,0.333333333333333,1,3,0.333333333333333,12,15,0.8,5,-4,3,5,1,2,0,0,0,1,0,0,1,0,1,0,111.909,,,,2151.421,119.961666798238,0.171717171717172,0.24468085106383,0,0,0,0,0,0,0,0,,2.3387
Florida A&M,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Florida A&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Atlantic,,,,,,,,,22,40,,6,17,,20,27,,,3.66666666666667,7.66666666666667,8.66666666666667,2,3,1.66666666666667,3,1,0.333333333333333,1,0,,1,0,2,,,,,,,,,,,,,,,,,,24.425
,Florida Atlantic,,0,AWAY,0,UCF,"Nov 12, 2024",,4,9,0.444444444444444,2,7,0.285714285714286,7,9,0.777777777777778,-6,2,5,4,3,1,0,2,1,0,0,0,1,0,0,0,24.953,,,,,,0.180851063829787,0.15,0,0,0,0,0,0,0,0,,7.3667
,Florida Atlantic,,0,NEUTRAL,1,Liberty,"Nov 16, 2024",,7,10,0.7,0,1,0,5,8,0.625,3,3,8,6,1,2,3,3,1,1,1,0,0,1,0,1,35.501,,,,,,0.246753246753247,0.202702702702703,0,0,0,0,0,0,0,1,,7.297
,Florida Atlantic,,0,AWAY,1,Charleston,"Nov 15, 2024",,11,21,0.523809523809524,4,9,0.444444444444444,8,10,0.8,-3,6,10,16,2,6,2,4,1,0,0,0,1,0,0,1,45.913,,,,,,0.293103448275862,0.243697478991597,0,0,0,0,0,0,0,1,,9.7613
Florida Gulf Coast,,,,,,,,,5,18,,2,10,,3,4,,,-4,4,5.5,1.5,0.5,1,0.5,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.8006
,Florida Gulf Coast,,0,AWAY,0,UNC Greensboro,"Nov 4, 2024",,2,11,0.181818181818182,2,8,0.25,3,4,0.75,-9,-6,5,7,3,1,1,0,0,0,0,0,1,0,0,0,24.629,,,,,,0.140625,0.205479452054795,0,0,0,0,0,0,0,0,,-0.1272
,Florida Gulf Coast,,0,AWAY,0,Drake,"Nov 16, 2024",,3,7,0.428571428571429,0,2,0,0,0,0,-2,-2,3,4,0,0,1,1,0,0,0,0,1,0,0,0,63.597,,,,,,0.0983606557377049,0.126984126984127,0,0,0,0,0,0,0,0,,-0.6734
Florida St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Florida St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fordham,,,,,,,,,11,19,,4,10,,8,12,,,4,5.5,5,1.5,1,1.5,2,1,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,15.2915
,Fordham,,0,AWAY,0,Seton Hall,"Nov 9, 2024",,2,5,0.4,0,2,0,4,6,0.666666666666667,1,0,6,4,2,2,2,1,0,1,0,0,1,0,0,0,33.852,,,,,,0.140350877192982,0.142857142857143,0,0,0,0,0,0,0,0,,2.6733
,Fordham,,0,AWAY,0,Manhattan,"Nov 15, 2024",,9,14,0.642857142857143,4,8,0.5,4,6,0.666666666666667,-2,8,5,6,1,0,1,3,2,0,0,0,1,0,0,0,5.552,,,,,,0.342105263157895,0.230769230769231,0,0,0,0,0,0,1,1,,12.6182
Fresno St.,,,,,,,,,10,14,,3,5,,7,13,,,6.5,6,4,1,1.5,1,1.5,1,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,18.7639
,Fresno St.,,0,HOME,0,Sacramento St.,"Nov 8, 2024",,2,3,0.666666666666667,1,1,1,3,4,0.75,7,3,5,5,0,3,2,0,0,1,0,0,0,0,0,0,9.014,,,,,,0.125,0.087719298245614,0,0,0,0,0,0,0,0,,4.5917
,Fresno St.,,0,AWAY,0,UC Santa Barbara,"Nov 13, 2024",,8,11,0.727272727272727,2,4,0.5,4,9,0.444444444444444,-5,10,7,3,2,0,0,3,2,0,0,0,1,0,0,0,32.647,,,,,,0.255813953488372,0.131868131868132,0,0,0,0,0,0,1,1,,14.1722
Furman,,,,,,,,,2,5,,2,4,,12,14,,,3,3,5,0,1,0,3,3,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,11.9543
,Furman,,0,HOME,0,Tulane,"Nov 15, 2024",,2,5,0.4,2,4,0.5,12,14,0.857142857142857,8,3,3,5,0,1,0,3,3,1,0,0,0,0,0,0,11.447,,,,,,0.24,0.223880597014925,0,0,0,0,0,0,0,1,,11.9543
Gardner Webb,,,,,,,,,6,11,,0,2,,5,8,,,-3,4.5,3.5,0.5,1.5,3,0.5,0.5,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,2.3449
,Gardner Webb,,0,HOME,0,Elon,"Nov 15, 2024",,3,6,0.5,0,2,0,1,1,1,1,1,5,3,1,1,2,0,0,1,1,0,0,0,0,0,9.087,,,,,,0.0875,0.0759493670886076,0,0,0,0,0,0,0,0,,3.388
,Gardner Webb,,0,AWAY,0,North Carolina Central,"Nov 8, 2024",,3,5,0.6,0,0,0,4,7,0.571428571428571,6,-7,4,4,0,2,4,1,1,1,0,0,1,0,0,0,16.988,,,,,,0.113636363636364,0.207317073170732,0,0,0,0,0,0,0,0,,-1.0431
George Mason,,,,,,,,,9,23,,1,6,,13,17,,,-1.5,7,10,1.5,5.5,3.5,3.5,2.5,0,0,1,,0,0,1,,,,,,,,,,,,,,,,,,8.9527
,George Mason,,0,AWAY,1,East Carolina,"Nov 16, 2024",,7,17,0.411764705882353,1,4,0.25,8,10,0.8,-1,-3,7,16,2,9,3,5,4,0,0,1,1,0,0,1,10.686,,,,,,0.298701298701299,0.333333333333333,1,0,0,0,0,0,0,1,,6.2608
,George Mason,,0,HOME,0,Central Michigan,"Nov 13, 2024",,2,6,0.333333333333333,0,2,0,5,7,0.714285714285714,-1,0,7,4,1,2,4,2,1,0,0,0,0,0,0,0,9.536,,,,,,0.130434782608696,0.128571428571429,0,0,0,0,0,0,0,0,,2.6919
George Washington,,,,,,,,,5,7,,1,3,,5,6,,,2,7,3,1,1,1,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.6023
,George Washington,,0,HOME,0,North Carolina A&T,"Nov 12, 2024",,5,7,0.714285714285714,1,3,0.333333333333333,5,6,0.833333333333333,5,2,7,3,1,1,1,0,0,1,0,0,0,0,0,0,4.181,,,,,,0.188235294117647,0.175,0,0,0,0,0,0,0,0,,5.6023
Georgetown,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,1,6,,0,1,,7,10,,,-4,3,4,1,0,1,3,3,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.4747
,Georgia,,0,HOME,0,Tennessee Tech,"Nov 4, 2024",,1,6,0.166666666666667,0,1,0,7,10,0.7,5,-4,3,4,1,0,1,3,3,1,0,0,0,0,0,0,9.39,,,,,,0.108433734939759,0.166666666666667,0,0,0,0,0,0,0,0,,5.4747
Georgia Southern,,,,,,,,,5,12,,3,7,,8,14,,,-7,3,6,1,0.5,4.5,2.5,1.5,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.256
,Georgia Southern,,0,AWAY,0,Winthrop,"Nov 16, 2024",,2,6,0.333333333333333,1,3,0.333333333333333,4,8,0.5,2,-10,5,7,2,1,7,3,2,1,0,0,1,0,0,0,19.327,,,,,,0.101123595505618,0.218390804597701,0,0,0,0,0,0,0,0,,-1.9323
,Georgia Southern,,0,AWAY,0,UNC Wilmington,"Nov 8, 2024",,3,6,0.5,2,4,0.5,4,6,0.666666666666667,-8,-4,1,5,0,0,2,2,1,0,0,0,1,0,0,0,22.178,,,,,,0.142857142857143,0.173913043478261,0,0,0,0,0,0,0,0,,1.6763
Georgia St.,,,,,,,,,0,11,,0,5,,2,4,,,-14,7,7,5,2,1,0,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-9.47
,Georgia St.,,0,AWAY,0,Jacksonville St.,"Nov 13, 2024",,0,11,0,0,5,0,2,4,0.5,-5,-14,7,7,5,2,1,0,0,0,0,1,1,0,0,0,15.992,,,,,,0.0298507462686567,0.222222222222222,1,0,0,0,0,1,0,0,,-9.47
Georgia Tech,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Georgia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzaga,,,,,,,,,4,8,,1,3,,8,8,,,8,4,4,1,1,0,2,1,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,13.2263
,Gonzaga,,0,HOME,0,Arizona St.,"Nov 10, 2024",,4,8,0.5,1,3,0.333333333333333,8,8,1,8,8,4,4,1,1,0,2,1,1,1,0,0,0,0,0,10.705,,,,,,0.193181818181818,0.1125,0,0,0,0,1,0,0,0,,13.2263
Grambling St.,,,,,,,,,4,6,,1,1,,4,5,,,3,5,5,0,2,3,0,0,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,5.1697
,Grambling St.,,0,AWAY,0,Mississippi,"Nov 8, 2024",,4,6,0.666666666666667,1,1,1,4,5,0.8,-2,3,5,5,0,2,3,0,0,0,0,0,1,0,1,0,-2.457,,,,,,0.203125,0.151515151515152,0,0,0,0,0,0,0,1,,5.1697
Grand Canyon,,,,,,,,,4,9,,1,1,,5,5,,,9,5,2,3,0,1,4,2,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,17.7334
,Grand Canyon,,0,HOME,0,Western Kentucky,"Nov 9, 2024",,4,9,0.444444444444444,1,1,1,5,5,1,2,9,5,2,3,0,1,4,2,1,1,0,0,0,0,0,33.599,,,,,,0.189189189189189,0.0694444444444444,0,1,0,0,1,0,0,0,,17.7334
Green Bay,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Green Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton,,,,,,,,,1,6,,1,4,,1,2,,,-2,5,7,2,5,3,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.8053
,Hampton,,0,AWAY,0,Providence,"Nov 12, 2024",,1,6,0.166666666666667,1,4,0.25,1,2,0.5,-9,-2,5,7,2,5,3,0,0,0,0,0,1,0,0,0,45.336,,,,,,0.0784313725490196,0.183333333333333,0,0,0,0,0,0,0,0,,-0.8053
Harvard,,,,,,,,,5,11,,1,5,,3,3,,,-1,2,11,0,5,1,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.9295
,Harvard,,0,AWAY,0,Navy,"Nov 8, 2024",,5,11,0.454545454545455,1,5,0.2,3,3,1,-5,-1,2,11,0,5,1,1,0,0,0,0,1,0,0,0,14.921,,,,,,0.175,0.176470588235294,0,0,0,0,1,0,0,0,,3.9295
Hawaii,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Point,,,,,,,,,3,6,,0,1,,3,5,,,-4,3,7,0,2,1,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.068
,High Point,,0,HOME,0,UAB,"Nov 15, 2024",,3,6,0.5,0,1,0,3,5,0.6,3,-4,3,7,0,2,1,1,0,1,0,0,0,0,0,0,52.268,,,,,,0.132352941176471,0.2,0,0,0,0,0,0,0,0,,-0.068
Hofstra,,,,,,,,,7,16,,1,5,,12,14,,,0.5,7.5,4,1.5,0.5,2,2,1.5,1,0,0,,1,0,1,,,,,,,,,,,,,,,,,,14.7543
,Hofstra,,0,NEUTRAL,0,Seton Hall,"Nov 13, 2024",,3,5,0.6,1,2,0.5,2,2,1,1,0,3,3,0,1,1,2,2,1,0,0,0,1,0,0,33.852,,,,,,0.183673469387755,0.1875,0,0,0,0,0,0,0,0,,6.984
,Hofstra,,0,AWAY,1,Massachusetts,"Nov 16, 2024",,4,11,0.363636363636364,0,3,0,10,12,0.833333333333333,4,1,12,5,3,0,3,2,1,1,0,0,1,0,0,1,9.804,,,,,,0.24,0.23943661971831,0,0,0,0,0,0,0,1,,7.7703
Holy Cross,,,,,,,,,8,19,,3,9,,17,22,,,1,5,6,2,3.33333333333333,1,1,0.666666666666667,1,1,0,,2,0,0,,,,,,,,,,,,,,,,,,15.0273
,Holy Cross,,0,NEUTRAL,0,New Hampshire,"Nov 17, 2024",,3,8,0.375,2,4,0.5,2,4,0.5,2,2,6,3,4,1,1,1,0,1,1,0,0,1,0,0,12.977,,,,,,0.135135135135135,0.111111111111111,0,0,0,0,0,0,0,0,,5.21
,Holy Cross,,0,AWAY,0,Brown,"Nov 16, 2024",,2,5,0.4,0,2,0,7,8,0.875,8,2,5,8,1,6,1,1,1,1,0,0,1,0,0,0,15.241,,,,,,0.150684931506849,0.138461538461538,0,0,0,0,0,0,0,0,,5.201
,Holy Cross,,0,NEUTRAL,0,Sacred Heart,"Nov 15, 2024",,3,6,0.5,1,3,0.333333333333333,8,10,0.8,7,-1,4,7,1,3,1,1,1,1,0,0,0,1,0,0,10.436,,,,,,0.182926829268293,0.213333333333333,0,0,0,0,0,0,0,0,,4.6163
Houston,,,,,,,,,3,8,,1,2,,6,6,,,-4,4,3,3,1,3,2,2,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,7.163
,Houston,,1,HOME,0,Auburn,"Nov 9, 2024",,3,8,0.375,1,2,0.5,6,6,1,-5,-4,4,3,3,1,3,2,2,0,0,0,0,0,1,0,60.197,,,,,,0.188405797101449,0.22972972972973,0,0,0,0,1,0,0,0,,7.163
Houston Christian,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Houston Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard,,,,,,,,,8,13,,5,7,,3,5,,,4,7,9,2,4,5,3,1,1,1,0,,1,0,1,,,,,,,,,,,,,,,,,,7.5027
,Howard,,0,NEUTRAL,1,Tennessee St.,"Nov 13, 2024",,8,13,0.615384615384615,5,7,0.714285714285714,3,5,0.6,4,4,7,9,2,4,5,3,1,1,1,0,0,1,0,1,12.27,,,,,,0.272727272727273,0.238095238095238,0,0,0,0,0,0,0,1,,7.5027
Idaho,,,,,,,,,1,5,,0,2,,3,4,,,-7,3,9,1,5,3,1,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-5.033
,Idaho,,0,HOME,0,UC Davis,"Nov 7, 2024",,1,5,0.2,0,2,0,3,4,0.75,-4,-7,3,9,1,5,3,1,0,0,0,1,0,0,0,0,14.278,,,,,,0.0666666666666667,0.151898734177215,1,0,0,0,0,0,0,0,,-5.033
Idaho St.,,,,,,,,,5,16,,0,5,,9,13,,,1,7,5.5,2.5,1.5,2,2,2,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,12.4333
,Idaho St.,,0,AWAY,0,San Diego,"November 16, 2024",,4,8,0.5,0,1,0,7,10,0.7,12,8,9,2,3,0,3,3,3,1,0,0,1,0,0,0,12.898,,,,,,0.192307692307692,0.106060606060606,0,0,0,0,0,0,0,0,,12.592
,Idaho St.,,0,AWAY,0,Arizona St.,"Nov 5, 2024",,1,8,0.125,0,4,0,2,3,0.666666666666667,-7,-6,5,9,2,3,1,1,1,0,0,0,1,0,0,0,10.705,,,,,,0.0833333333333333,0.181818181818182,0,0,0,0,0,0,0,0,,-0.1587
Illinois,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois Chicago,,,,,,,,,7,10,,2,3,,4,5,,,2,3,4,1,1,0,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,8.3367
,Illinois Chicago,,0,AWAY,0,Northwestern,"Nov 12, 2024",,7,10,0.7,2,3,0.666666666666667,4,5,0.8,-9,2,3,4,1,1,0,1,1,0,0,0,1,0,0,0,23.846,,,,,,0.27027027027027,0.216867469879518,0,0,0,0,0,0,1,1,,8.3367
Illinois St.,,,,,,,,,4,11,,1,5,,21,22,,,6,5.5,7.5,0,3,1.5,2.5,0.5,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,17.3888
,Illinois St.,,0,AWAY,0,North Dakota St.,"Nov 7, 2024",,3,5,0.6,0,1,0,9,9,1,9,5,5,2,0,0,1,2,1,1,0,0,1,0,0,0,18.69,,,,,,0.194805194805195,0.147058823529412,0,0,0,0,1,0,0,0,,10.995
,Illinois St.,,0,HOME,0,Tennessee Martin,"Nov 4, 2024",,1,6,0.166666666666667,1,4,0.25,12,13,0.923076923076923,-2,7,6,13,0,6,2,3,0,0,0,0,0,0,0,0,7.916,,,,,,0.230769230769231,0.0746268656716418,0,0,0,0,0,0,0,1,,6.3938
Incarnate Word,,,,,,,,,5,8,,1,3,,5,6,,,1,5,4,2,3,0,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.315
,Incarnate Word,,0,HOME,0,Prairie View A&M,"Nov 12, 2024",,5,8,0.625,1,3,0.333333333333333,5,6,0.833333333333333,3,1,5,4,2,3,0,0,0,1,0,0,0,0,0,0,11.659,,,,,,0.19047619047619,0.185185185185185,0,0,0,0,0,0,0,0,,5.315
Indiana,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana St.,,,,,,,,,4,8,,1,5,,3,5,,,-5,3,8,1,4,0,2,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,1.467
,Indiana St.,,0,HOME,0,SIU Edwardsville,"Nov 12, 2024",,4,8,0.5,1,5,0.2,3,5,0.6,-5,-5,3,8,1,4,0,2,1,0,0,0,0,0,0,0,12.55,,,,,,0.166666666666667,0.220779220779221,0,0,0,0,0,0,0,0,,1.467
Iona,,,,,,,,,7,15,,0,2,,8,12,,,2.5,6,1,3.5,0,2.5,1.5,1,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,13.8261
,Iona,,0,AWAY,0,Princeton,"Nov 4, 2024",,4,9,0.444444444444444,0,1,0,3,6,0.5,-1,1,6,2,4,0,2,2,2,0,0,0,1,0,0,0,45.544,,,,,,0.1375,0.123456790123457,0,0,0,0,0,0,0,0,,6.5824
,Iona,,0,HOME,0,Vermont,"Nov 15, 2024",,3,6,0.5,0,1,0,5,6,0.833333333333333,3,4,6,0,3,0,3,1,0,1,1,0,0,0,0,0,59.549,,,,,,0.17741935483871,0.11864406779661,0,1,0,0,0,0,0,0,,7.2437
Iowa,,,,,,,,,3,6,,2,3,,12,14,,,8,7,6,1,2,0,3,0,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,10.844
,Iowa,,0,NEUTRAL,0,Washington St.,"Nov 15, 2024",,3,6,0.5,2,3,0.666666666666667,12,14,0.857142857142857,10,8,7,6,1,2,0,3,0,1,0,0,0,1,0,0,33.981,,,,,,0.263157894736842,0.181818181818182,0,0,0,0,0,0,0,1,,10.844
Iowa St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Iowa St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IU Indy,,,,,,,,,1,7,,1,6,,6,6,,,2,6,6,3,3,2,2,2,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,9.5365
,IU Indy,,0,HOME,0,Eastern Michigan,"Nov 14, 2024",,1,7,0.142857142857143,1,6,0.166666666666667,6,6,1,-3,2,6,6,3,3,2,2,2,0,0,0,0,0,0,0,6.991,,,,,,0.126760563380282,0.0945945945945946,0,0,0,0,1,0,0,0,,9.5365
Jackson St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Jackson St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville,,,,,,,,,6,10,,2,4,,0,0,,,3,7,3,3,2,1,0,0,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,4.697
,Jacksonville,,0,NEUTRAL,0,South Carolina St.,"Nov 14, 2024",,6,10,0.6,2,4,0.5,0,0,0,9,3,7,3,3,2,1,0,0,1,0,0,0,1,0,0,5.232,,,,,,0.197183098591549,0.17741935483871,0,0,0,0,0,0,0,0,,4.697
Jacksonville St.,,,,,,,,,8,15,,2,4,,12,13,,,6,6.5,5,2,3,1,0.5,0.5,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,22.4524
,Jacksonville St.,,0,HOME,0,Georgia St.,"Nov 13, 2024",,4,7,0.571428571428571,1,2,0.5,7,8,0.875,5,14,7,7,2,5,0,1,1,1,1,0,0,0,0,0,19.345,,,,,,0.222222222222222,0.0298507462686567,0,1,0,0,0,0,0,1,,15.9434
,Jacksonville St.,,0,AWAY,0,Air Force,"Nov 7, 2024",,4,8,0.5,1,2,0.5,5,5,1,-6,-2,6,3,2,1,2,0,0,0,0,0,1,0,0,0,10.946,,,,,,0.208955223880597,0.219178082191781,0,0,0,0,1,0,0,1,,6.509
James Madison,,,,,,,,,4,7,,1,4,,3,4,,,-2,5,2,2,1,3,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.2114
,James Madison,,0,AWAY,0,Towson,"Nov 16, 2024",,4,7,0.571428571428571,1,4,0.25,3,4,0.75,-4,-2,5,2,2,1,3,1,1,0,0,0,1,0,0,0,25.225,,,,,,0.19047619047619,0.194029850746269,0,0,0,0,0,0,0,0,,3.2114
Kansas,,,,,,,,,7,14,,0,3,,9,11,,,3,5,6,1,2.5,1,1.5,0,1,1,0,,1,1,0,,,,,,,,,,,,,,,,,,10.7903
,Kansas,,1,NEUTRAL,0,Michigan St.,"Nov 12, 2024",,3,6,0.5,0,1,0,6,7,0.857142857142857,8,2,6,8,1,5,2,1,0,1,0,0,0,1,0,0,75.472,,,,,,0.155844155844156,0.144927536231884,0,0,0,0,0,0,0,0,,3.4703
,Kansas,,1,HOME,0,North Carolina,"Nov 8, 2024",,4,8,0.5,0,2,0,3,4,0.75,3,4,4,4,1,0,0,2,0,1,1,0,0,0,1,0,56.898,,,,,,0.119565217391304,0.0786516853932584,0,1,0,0,0,0,0,0,,7.32
Kansas St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Kansas St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennesaw St.,,,,,,,,,3,10,,2,3,,2,2,,,2,8,4,4,1,1,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.7857
,Kennesaw St.,,0,AWAY,0,Cal Baptist,"Nov 9, 2024",,3,10,0.3,2,3,0.666666666666667,2,2,1,-4,2,8,4,4,1,1,0,0,0,0,0,1,0,0,0,18.677,,,,,,0.119047619047619,0.0909090909090909,0,0,0,0,0,0,0,0,,5.7857
Kent St.,,,,,,,,,5,7,,1,3,,4,6,,,5,5,4,0,1,1,0,0,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,8.595
,Kent St.,,0,AWAY,0,Louisiana,"Nov 4, 2024",,5,7,0.714285714285714,1,3,0.333333333333333,4,6,0.666666666666667,4,5,5,4,0,1,1,0,0,1,1,0,1,0,0,0,25.538,,,,,,0.214285714285714,0.151515151515152,0,1,0,0,0,0,0,1,,8.595
Kentucky,,,,,,,,,3,8,,0,3,,7,8,,,6,4,5,2,1,1,4,2,1,1,0,,1,1,0,,,,,,,,,,,,,,,,,,11.594
,Kentucky,,1,NEUTRAL,0,Duke,"Nov 12, 2024",,3,8,0.375,0,3,0,7,8,0.875,5,6,4,5,2,1,1,4,2,1,1,0,0,1,1,0,74.792,,,,,,0.168831168831169,0.0972222222222222,0,1,0,0,0,0,0,0,,11.594
La Salle,,,,,,,,,3,10,,0,3,,0,0,,,0,5,9,1,3,0,2,2,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.985
,La Salle,,0,AWAY,0,Drexel,"Nov 16, 2024",,3,10,0.3,0,3,0,0,0,0,3,0,5,9,1,3,0,2,2,1,0,0,1,0,0,0,16.136,,,,,,0.0845070422535211,0.0882352941176471,0,0,0,0,0,0,0,0,,3.985
Lafayette,,,,,,,,,7,15,,2,3,,8,12,,,-0.5,5.5,2.5,3,0.5,1.5,0.5,0.5,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,11.7363
,Lafayette,,0,HOME,0,Penn,"Nov 12, 2024",,3,4,0.75,2,2,1,6,9,0.666666666666667,2,4,3,4,0,1,0,1,1,1,1,0,0,0,0,0,9.286,,,,,,0.215384615384615,0.158730158730159,0,1,0,0,0,0,0,1,,10.7983
,Lafayette,,0,AWAY,0,Cornell,"Nov 16, 2024",,4,11,0.363636363636364,0,1,0,2,3,0.666666666666667,-10,-5,8,1,6,0,3,0,0,0,0,0,1,0,0,0,18.884,,,,,,0.140845070422535,0.185185185185185,0,0,0,0,0,0,0,0,,0.938
Lamar,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Lamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
