,Team,,Top25,Home,OT,Opponent,Date,,FGM,FGA,,3M,3A,,FTM,FTA,,SM,Clutch SM,REB,OPPReb,Off REB,Opp Off Reb,Turn,OppTurn,steal,Win,ComeFromBehindWins,BlownLeadClutchLoss,Away,Neutral,Top 25,Overtime,Opp Historical Value,Opp Historical Value 1-100,Opp Historical Value 101-200,Opp Historical Value 300+,Opp Current Value,SOS of Game,% of points in clutch,Opp % of points in clutch,"Had Lead, but Lost",Came back from deficit and won,Perfect Fg,Perfect 3Fg,Perfect Ft,Free throws lost game,Made a 10+ marg into clutch game ,20% of scoring came during clut,"Clutch Shot differential? Move Value to part of SOS, average clutch last year?, percentage of clutch points from 3 and ft, opp 2 fg and 3fg",Clutch Value
Team:,,,,,,,,,Sum:,Sum:,,Sum:,Sum:,,Sum:,Sum:,,,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Sum:,Sum:,,Sum:,Sum:,Sum:,,,,,,,,,,,,,,,,,,Sum:
,Nebraska Omaha,,0,AWAY,0,Minnesota,"Nov 9, 2024",,3,6,0.5,0,0,0,3,6,0.5,-4,-2,3,8,1,4,0,3,1,0,0,0,1,0,0,0,2.603,,,,,,0.140625,0.102941176470588,0,0,0,0,0,0,0,0,,2.441
,Nebraska Omaha,,0,AWAY,0,Southern Utah,"Nov 16, 2024",,6,10,0.6,2,3,0.666666666666667,0,0,0,-6,2,5,8,0,4,0,1,1,0,0,0,1,0,0,0,23.191,,,,,,0.191780821917808,0.151898734177215,0,0,0,0,0,0,0,0,,4.1587
Nevada,,,,,,,,,2,4,,0,0,,9,14,,,7,10,3,2,1,1,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,8.8917
,Nevada,,0,HOME,0,Washington,"Nov 9, 2024",,2,4,0.5,0,0,0,9,14,0.642857142857143,10,7,10,3,2,1,1,1,0,1,0,0,0,0,0,0,-4.099,,,,,,0.206349206349206,0.113207547169811,0,0,0,0,0,0,0,1,,8.8917
New Hampshire,,,,,,,,,5,13,,2,6,,1,2,,,0,2.5,6,0.5,2.5,0.5,2,0,0,0,0,,1,0,0,,,,,,,,,,,,,,,,,,2.5357
,New Hampshire,,0,HOME,0,Fairfield,"Nov 12, 2024",,2,7,0.285714285714286,1,4,0.25,0,0,0,-6,2,2,6,0,1,0,3,0,0,0,0,0,0,0,0,20.513,,,,,,0.0892857142857143,0.0483870967741935,0,0,0,0,0,0,0,0,,1.7247
,New Hampshire,,0,NEUTRAL,0,Holy Cross,"Nov 17, 2024",,3,6,0.5,1,2,0.5,1,2,0.5,-2,-2,3,6,1,4,1,1,0,0,0,0,0,1,0,0,8.725,,,,,,0.111111111111111,0.135135135135135,0,0,0,0,0,0,0,0,,0.811
New Haven,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,New Haven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,,,,,,,,,2,7,,0,3,,5,6,,,-2,7,8,2,4,4,2,2,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.0217
,New Mexico,,0,HOME,0,Nicholls St.,"Nov 4, 2024",,2,7,0,0,3,0,5,6,0.833333333333333,7,-2,7,8,2,4,4,2,2,1,0,0,0,0,0,0,23.227,,,,,,0.0549450549450549,0.130952380952381,0,0,0,0,0,0,0,0,,3.0217
New Mexico St.,,,,,,,,,3,9,,0,1,,2,4,,,-8,6,7,2,3,1,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-1.8707
,New Mexico St.,,0,HOME,0,Texas A&M Corpus Chris,"Nov 14, 2024",,3,9,0.333333333333333,0,1,0,2,4,0.5,1,-8,6,7,2,3,1,0,0,1,0,0,0,0,0,0,34.115,,,,,,0.0963855421686747,0.195121951219512,0,0,0,0,0,0,0,0,,-1.8707
New Orleans,,,,,,,,,2,3,,0,0,,12,15,,,4,5,2,0,0,4,2,2,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,7.8617
,New Orleans,,0,NEUTRAL,0,Lindenwood,"Nov 14, 2024",,2,3,0.666666666666667,0,0,0,12,15,0.8,8,4,5,2,0,0,4,2,2,1,0,0,0,1,0,0,10.95,,,,,,0.195121951219512,0.162162162162162,0,0,0,0,0,0,0,0,,7.8617
Niagara,,,,,,,,,6,15,,3,8,,3,6,,,-6,4,10,1,1,2,3,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,1.906
,Niagara,,0,AWAY,1,Detroit Mercy,"Nov 10, 2024",,6,15,0.4,3,8,0.375,3,6,0.5,-6,-6,4,10,1,1,2,3,1,0,0,0,1,0,0,1,8.951,,,,,,0.230769230769231,0.285714285714286,0,0,0,0,0,0,0,1,,1.906
Nicholls St.,,,,,,,,,9,31,,4,14,,5,7,,,-0.333333333333333,6.33333333333333,6.66666666666667,2,1.33333333333333,1.33333333333333,1.66666666666667,1,0.333333333333333,1,1,,0,0,0,,,,,,,,,,,,,,,,,,13.2858
,Nicholls St.,,0,HOME,0,South Alabama,"Nov 8, 2024",,1,9,0.111111111111111,1,6,0.166666666666667,2,2,1,-6,-10,4,8,0,0,1,0,0,0,0,1,0,0,0,0,16.889,,,,,,0.078125,0.214285714285714,1,0,0,0,0,0,0,0,,-4.6442
,Nicholls St.,,0,AWAY,0,Northern Kentucky,"Nov 14, 2024",,4,8,0.5,1,3,0.333333333333333,2,4,0.5,2,7,7,5,2,2,1,1,1,1,1,0,1,0,0,0,29.783,,,,,,0.180327868852459,0.0677966101694915,0,1,0,0,0,0,0,0,,9.9133
,Nicholls St.,,0,AWAY,0,New Mexico,"Nov 4, 2024",,4,14,0.285714285714286,2,5,0.4,1,1,1,-7,2,8,7,4,2,2,4,2,0,0,0,1,0,0,0,32.806,,,,,,0.130952380952381,0.0549450549450549,0,0,0,0,0,0,0,0,,8.0167
NJIT,,,,,,,,,2,6,,0,2,,1,1,,,-3,2,6,0,3,1,1,1,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,0.1213
,NJIT,,0,HOME,0,Penn,"Nov 4, 2024",,2,6,0.333333333333333,0,2,0,1,1,1,-1,-3,2,6,0,3,1,1,1,0,0,1,0,0,0,0,9.286,,,,,,0.087719298245614,0.137931034482759,1,0,0,0,0,0,0,0,,0.1213
Norfolk St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Norfolk St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Alabama,,,,,,,,,8,15,,0,3,,9,13,,,9,14,7,4,4,2,4,2,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,13.6779
,North Alabama,,0,HOME,1,Samford,"Nov 15, 2024",,8,15,0.533333333333333,0,3,0,9,13,0.692307692307692,-1,9,14,7,4,4,2,4,2,0,0,0,0,0,0,1,32.348,,,,,,0.260416666666667,0.164948453608247,0,0,0,0,0,0,1,1,,13.6779
North Carolina,,,,,,,,,3,7,,0,3,,1,2,,,-4,4,4,0,1,2,0,0,0,0,1,,0,1,0,,,,,,,,,,,,,,,,,,-5.6924
,North Carolina,,1,AWAY,0,Kansas,"Nov 8, 2024",,3,7,0.428571428571429,0,3,0,1,2,0.5,-3,-4,4,4,0,1,2,0,0,0,0,1,1,0,1,0,63.89,,,,,,0.0786516853932584,0.119565217391304,1,0,0,0,0,1,0,0,,-5.6924
North Carolina A&T,,,,,,,,,7,17,,3,5,,6,8,,,0.5,3.5,7,1,2.5,0,2,2,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,12.7395
,North Carolina A&T,,0,AWAY,0,George Washington,"Nov 12, 2024",,5,11,0.454545454545455,3,5,0.6,1,2,0.5,-5,-2,3,7,1,1,0,1,1,0,0,0,1,0,0,0,6.424,,,,,,0.175,0.188235294117647,0,0,0,0,0,0,0,0,,3.5295
,North Carolina A&T,,0,AWAY,0,The Citadel,"Nov 17, 2024",,2,6,0.333333333333333,0,0,0,5,6,0.833333333333333,9,3,4,7,1,4,0,3,3,1,0,0,1,0,0,0,7.827,,,,,,0.109756097560976,0.0821917808219178,0,0,0,0,0,0,0,0,,9.21
North Carolina Central,,,,,,,,,10,23,,1,7,,11,14,,,-1,3.33333333333333,4.33333333333333,1.66666666666667,1,1,1.33333333333333,0.333333333333333,0.333333333333333,0,1,,1,0,0,,,,,,,,,,,,,,,,,,4.4343
,North Carolina Central,,0,AWAY,0,Winthrop,"Nov 17, 2024",,2,8,0.25,0,2,0,0,0,0,-2,-8,4,5,3,3,2,0,0,0,0,1,1,0,0,0,19.327,,,,,,0.0533333333333333,0.155844155844156,1,0,0,0,0,1,0,0,,-8.497
,North Carolina Central,,0,NEUTRAL,0,William & Mary,"Nov 16, 2024",,3,5,0.6,1,2,0.5,4,6,0.666666666666667,2,-2,2,4,0,0,0,0,0,1,0,0,0,1,0,0,10.973,,,,,,0.141025641025641,0.157894736842105,0,0,0,0,0,0,0,0,,2.6743
,North Carolina Central,,0,HOME,0,Gardner Webb,"Nov 8, 2024",,5,10,0.5,0,3,0,7,8,0.875,-6,7,4,4,2,0,1,4,1,0,0,0,0,0,0,0,13.802,,,,,,0.207317073170732,0.113636363636364,0,0,0,0,0,0,1,1,,10.257
North Dakota,,,,,,,,,2,5,,1,3,,14,16,,,4,8,6,2,3,1,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,8.0303
,North Dakota,,0,HOME,0,Utah Valley,"Nov 14, 2024",,2,5,0.4,1,3,0.333333333333333,14,16,0.875,6,4,8,6,2,3,1,1,0,1,0,0,0,0,0,0,22.64,,,,,,0.246753246753247,0.183098591549296,0,0,0,0,0,0,0,1,,8.0303
North Dakota St.,,,,,,,,,16,29,,5,16,,14,19,,,0.666666666666667,4.66666666666667,7.33333333333333,0.666666666666667,2,1.33333333333333,1.33333333333333,1,0.333333333333333,1,1,,0,0,1,,,,,,,,,,,,,,,,,,17.241
,North Dakota St.,,0,AWAY,1,Santa Clara,"Nov 13, 2024",,8,14,0.571428571428571,5,9,0.555555555555556,10,13,0.769230769230769,8,15,9,14,1,6,1,3,2,1,1,0,1,0,0,1,27.311,,,,,,0.352272727272727,0.2,0,1,0,0,0,0,0,1,,18.1174
,North Dakota St.,,0,HOME,0,Illinois St.,"Nov 7, 2024",,5,8,0.625,0,3,0,0,2,0,-9,-5,2,5,0,0,2,1,1,0,0,0,0,0,0,0,6.724,,,,,,0.147058823529412,0.194805194805195,0,0,0,0,0,0,0,0,,-0.928
,North Dakota St.,,0,AWAY,0,Cal St. Bakersfield,"Nov 11, 2024",,3,7,0.428571428571429,0,4,0,4,4,1,-5,-8,3,3,1,0,1,0,0,0,0,1,1,0,0,0,11.716,,,,,,0.123456790123457,0.209302325581395,1,0,0,0,1,0,0,0,,0.0516
North Florida,,,,,,,,,5,9,,2,6,,5,9,,,6,6,4,4,1,0,2,0,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,10.93
,North Florida,,0,AWAY,0,South Carolina,"Nov 4, 2024",,5,9,0.555555555555556,2,6,0.333333333333333,5,9,0.555555555555556,3,6,6,4,4,1,0,2,0,1,1,0,1,0,0,0,11.514,,,,,,0.22972972972973,0.154929577464789,0,1,0,0,0,0,0,1,,10.93
North Texas,,,,,,,,,3,7,,0,0,,0,3,,,3,6,7,3,3,2,2,0,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,2.5396
,North Texas,,0,AWAY,0,Minnesota,"Nov 13, 2024",,3,7,0.428571428571429,0,0,0,0,3,0,3,3,6,7,3,3,2,2,0,1,1,0,1,0,0,0,2.603,,,,,,0.111111111111111,0.156862745098039,0,0,0,0,0,0,0,0,,2.5396
Northeastern,,,,,,,,,8,12,,2,2,,12,18,,,5,7,4.5,1,1.5,1,0.5,1,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,16.985
,Northeastern,,0,HOME,0,Princeton,"Nov 10, 2024",,4,6,0.666666666666667,1,1,1,6,9,0.666666666666667,-3,5,7,3,1,1,1,0,1,0,0,0,0,0,0,0,45.544,,,,,,0.197368421052632,0.227848101265823,0,0,0,0,0,0,0,0,,8.397
,Northeastern,,0,AWAY,0,Boston University,"Nov 4, 2024",,4,6,0.666666666666667,1,1,1,6,9,0.666666666666667,8,5,7,6,1,2,1,1,1,1,0,0,1,0,0,0,17.666,,,,,,0.1875,0.138888888888889,0,0,0,0,0,0,0,0,,8.588
Northern Arizona,,,,,,,,,1,5,,1,4,,5,7,,,-3,4,7,1,2,2,3,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.3116
,Northern Arizona,,0,AWAY,0,Pacific,"Nov 14, 2024",,1,5,0.2,1,4,0.25,5,7,0.714285714285714,3,-3,4,7,1,2,2,3,1,1,0,0,1,0,0,0,7.426,,,,,,0.133333333333333,0.192982456140351,0,0,0,0,0,0,0,0,,2.3116
Northern Colorado,,,,,,,,,9,21,,6,14,,10,12,,,0,10,13,6,5,4,4,3,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,10.6098
,Northern Colorado,,0,AWAY,1,Colorado,"Nov 8, 2024",,9,21,0.428571428571429,6,14,0.428571428571429,10,12,0.833333333333333,-2,0,10,13,6,5,4,4,3,0,0,0,1,0,0,1,65.726,,,,,,0.386363636363636,0.366666666666667,0,0,0,0,0,0,0,1,,10.6098
Northern Illinois,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Northern Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Iowa,,,,,,,,,5,7,,2,4,,1,4,,,6,6,4,1,1,1,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.7923
,Northern Iowa,,0,AWAY,0,Wichita St.,"Nov 14, 2024",,5,7,0.714285714285714,2,4,0.5,1,4,0.25,-6,6,6,4,1,1,1,1,0,0,0,0,1,0,0,0,21.963,,,,,,0.178082191780822,0.126582278481013,0,0,0,0,0,0,1,0,,5.7923
Northern Kentucky,,,,,,,,,1,7,,0,2,,2,4,,,-7,5,7,2,2,1,1,1,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-5.1891
,Northern Kentucky,,0,HOME,0,Nicholls St.,"Nov 14, 2024",,1,7,0.142857142857143,0,2,0,2,4,0.5,-2,-7,5,7,2,2,1,1,1,0,0,1,0,0,0,0,23.227,,,,,,0.0677966101694915,0.180327868852459,1,0,0,0,0,1,0,0,,-5.1891
Northwestern,,,,,,,,,12,20,,3,5,,21,26,,,1.66666666666667,6,4,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,0.666666666666667,1,0,,0,0,1,,,,,,,,,,,,,,,,,,28.2846
,Northwestern,,0,HOME,0,Illinois Chicago,"Nov 12, 2024",,5,5,1,0,0,0,8,12,0.666666666666667,9,-2,4,3,1,1,1,0,0,1,0,0,0,0,0,0,9.077,,,,,,0.216867469879518,0.27027027027027,0,0,1,0,0,0,0,1,,6.1503
,Northwestern,,0,HOME,1,Eastern Illinois,"Nov 15, 2024",,4,10,0.4,2,2,1,6,6,1,9,10,10,5,3,2,1,2,2,1,1,0,0,0,0,1,6.839,,,,,,0.238805970149254,0.103448275862069,0,1,0,0,1,0,0,1,,19.539
,Northwestern,,0,AWAY,0,Dayton,"Nov 9, 2024",,3,5,0.6,1,3,0.333333333333333,7,8,0.875,-5,-3,4,4,0,1,2,2,0,0,0,0,1,0,0,0,44.569,,,,,,0.212121212121212,0.23943661971831,0,0,0,0,0,0,0,1,,2.5953
Northwestern St.,,,,,,,,,7,15,,2,6,,3,5,,,4,9,8,3,2,1,1,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,8.653
,Northwestern St.,,0,AWAY,1,Rice,"Nov 16, 2024",,7,15,0.466666666666667,2,6,0.333333333333333,3,5,0.6,-2,4,9,8,3,2,1,1,1,0,0,0,1,0,0,1,19.885,,,,,,0.253333333333333,0.350649350649351,0,0,0,0,0,0,0,1,,8.653
Notre Dame,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,,,,,,,,,2,5,,0,1,,11,14,,,4,6,6,1,3,1,3,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,7.2544
,Ohio,,0,HOME,0,UNC Asheville,"Nov 9, 2024",,2,5,0.4,0,1,0,11,14,0.785714285714286,6,4,6,6,1,3,1,3,1,1,0,0,0,0,0,0,33.157,,,,,,0.182926829268293,0.144736842105263,0,0,0,0,0,0,0,0,,7.2544
Ohio St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Ohio St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma St.,,,,,,,,,1,7,,0,0,,5,7,,,-9,4,8,1,2,0,2,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-0.3466
,Oklahoma St.,,0,HOME,0,Southern Illinois,"Nov 14, 2024",,1,7,0.142857142857143,0,0,0,5,7,0.714285714285714,7,-9,4,8,1,2,0,2,1,1,0,0,0,0,0,0,11.826,,,,,,0.0823529411764706,0.205128205128205,0,0,0,0,0,0,0,0,,-0.3466
Old Dominion,,,,,,,,,6,14,,2,7,,1,3,,,0,5,4,1.5,1,1.5,1,0,0.5,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.1011
,Old Dominion,,0,HOME,0,Buffalo,"Nov 4, 2024",,4,9,0.444444444444444,2,5,0.4,0,0,0,-1,3,6,3,3,1,3,2,0,0,0,0,0,0,0,0,12.286,,,,,,0.121951219512195,0.0843373493975904,0,0,0,0,0,0,0,0,,2.8664
,Old Dominion,,0,HOME,0,Maryland Eastern Shore,"Nov 15, 2024",,2,5,0.4,0,2,0,1,3,0.333333333333333,2,-3,4,5,0,1,0,0,0,1,0,0,0,0,0,0,9.637,,,,,,0.0684931506849315,0.112676056338028,0,0,0,0,0,0,0,0,,0.2347
Oral Roberts,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Oral Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,,,,,,,,,9,13,,3,6,,10,12,,,18,13,3,2,0,1,3,2,1,1,0,,0,0,1,,,,,,,,,,,,,,,,,,22.147
,Oregon,,0,HOME,1,Portland,"November 12, 2024",,9,13,0.692307692307692,3,6,0.5,10,12,0.833333333333333,10,18,13,3,2,0,1,3,2,1,1,0,0,0,0,1,12.892,,,,,,0.3875,0.185714285714286,0,1,0,0,0,0,0,1,,22.147
Oregon St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Oregon St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific,,,,,,,,,4,8,,2,6,,1,2,,,3,7,4,2,1,3,2,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.7263
,Pacific,,0,HOME,0,Northern Arizona,"Nov 14, 2024",,4,8,0.5,2,6,0.333333333333333,1,2,0.5,-3,3,7,4,2,1,3,2,0,0,0,0,0,0,0,0,11.734,,,,,,0.192982456140351,0.133333333333333,0,0,0,0,0,0,0,0,,3.7263
Penn,,,,,,,,,8,16,,3,6,,22,28,,,-1,4.33333333333333,3.33333333333333,2,1.66666666666667,1.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1,1,,0,0,0,,,,,,,,,,,,,,,,,,14.3716
,Penn,,0,HOME,0,Maryland Eastern Shore,"Nov 7, 2024",,3,4,0.75,2,2,1,15,16,0.9375,1,-2,3,5,2,5,2,1,1,1,0,0,0,0,0,0,9.637,,,,,,0.270588235294118,0.321428571428571,0,0,0,0,0,0,0,1,,6.896
,Penn,,0,AWAY,0,Lafayette,"Nov 12, 2024",,2,5,0.4,1,2,0.5,5,8,0.625,-2,-4,4,3,1,0,1,0,0,0,0,1,1,0,0,0,9.081,,,,,,0.158730158730159,0.215384615384615,1,0,0,0,0,0,0,0,,-0.491
,Penn,,0,AWAY,0,NJIT,"Nov 4, 2024",,3,7,0.428571428571429,0,2,0,2,4,0.5,1,3,6,2,3,0,1,1,1,1,1,0,1,0,0,0,8.091,,,,,,0.137931034482759,0.087719298245614,0,1,0,0,0,0,0,0,,7.9666
Penn St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Penn St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepperdine,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Pepperdine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,,,,,,,,,4,17,,2,8,,5,11,,,-12,3.5,11.5,0.5,3.5,2.5,1,1,0.5,0,1,,0,0,1,,,,,,,,,,,,,,,,,,-13.2672
,Portland,,0,AWAY,0,Long Beach St.,"Nov 16, 2024",,0,4,0,0,0,0,2,4,0.5,2,-6,4,10,1,5,2,1,1,1,0,0,1,0,0,0,32.877,,,,,,0.0317460317460317,0.131147540983607,0,0,0,0,0,0,0,0,,-1.468
,Portland,,0,AWAY,1,Oregon,"November 12, 2024",,4,13,0.307692307692308,2,8,0.25,3,7,0.428571428571429,-10,-18,3,13,0,2,3,1,1,0,0,1,1,0,0,1,73.223,,,,,,0.185714285714286,0.3875,1,0,0,0,0,1,0,0,,-11.7992
Portland St.,,,,,,,,,3,4,,1,1,,9,12,,,0,5,6,0,3,7,4,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,3.238
,Portland St.,,0,AWAY,0,San Diego,"November 12, 2024",,3,4,0.75,1,1,1,9,12,0.75,9,0,5,6,0,3,7,4,1,1,0,0,1,0,0,0,12.898,,,,,,0.188235294117647,0.223684210526316,0,0,0,0,0,0,0,0,,3.238
Prairie View A&M,,,,,,,,,3,9,,3,4,,6,6,,,-1,4,5,3,2,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,7.0683
,Prairie View A&M,,0,AWAY,0,Incarnate Word,"Nov 12, 2024",,3,9,0.333333333333333,3,4,0.75,6,6,1,-3,-1,4,5,3,2,0,0,0,0,0,0,1,0,0,0,6.436,,,,,,0.185185185185185,0.19047619047619,0,0,0,0,1,0,0,0,,7.0683
Presbyterian,,,,,,,,,3,6,,1,2,,4,8,,,-3,4,7,1,1,1,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,1.355
,Presbyterian,,0,HOME,0,Wofford,"Nov 13, 2024",,3,6,0.5,1,2,0.5,4,8,0.5,3,-3,4,7,1,1,1,0,0,1,0,0,0,0,0,0,16.814,,,,,,0.154929577464789,0.205882352941176,0,0,0,0,0,0,0,0,,1.355
Princeton,,,,,,,,,12,22,,4,7,,11,15,,,-2.66666666666667,2.66666666666667,6.33333333333333,0.666666666666667,2.66666666666667,1.33333333333333,1.33333333333333,2,0.666666666666667,0,0,,0,0,0,,,,,,,,,,,,,,,,,,15.6685
,Princeton,,0,AWAY,0,Northeastern,"Nov 10, 2024",,5,9,0.555555555555556,2,3,0.666666666666667,6,8,0.75,3,-5,3,7,1,1,0,1,4,1,0,0,1,0,0,0,13.033,,,,,,0.227848101265823,0.197368421052632,0,0,0,0,0,0,0,1,,9.1502
,Princeton,,0,HOME,0,Iona,"Nov 4, 2024",,3,5,0.6,1,3,0.333333333333333,3,5,0.6,1,-1,2,6,0,4,2,2,1,1,0,0,0,0,0,0,35.84,,,,,,0.123456790123457,0.1375,0,0,0,0,0,0,0,0,,2.8563
,Princeton,,0,HOME,0,Loyola Chicago,"Nov 15, 2024",,4,8,0.5,1,1,1,2,2,1,-5,-2,3,6,1,3,2,1,1,0,0,0,0,0,0,0,41.072,,,,,,0.161764705882353,0.178082191780822,0,0,0,0,0,0,0,0,,3.662
Providence,,,,,,,,,5,10,,3,5,,10,13,,,3.5,5.5,4,2.5,2,0,1.5,0.5,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,17.8503
,Providence,,0,HOME,0,Hampton,"Nov 12, 2024",,2,6,0.333333333333333,1,3,0.333333333333333,6,7,0.857142857142857,9,2,7,5,5,2,0,3,1,1,0,0,0,0,0,0,10.548,,,,,,0.183333333333333,0.0784313725490196,0,0,0,0,0,0,0,0,,8.264
,Providence,,0,HOME,0,Central Connecticut,"Nov 4, 2024",,3,4,0.75,2,2,1,4,6,0.666666666666667,4,5,4,3,0,2,0,0,0,1,1,0,0,0,0,0,11.702,,,,,,0.203389830508475,0.127272727272727,0,1,0,0,0,0,0,1,,9.5863
Purdue,,,,,,,,,2,3,,0,0,,7,10,,,2,5,3,1,1,0,1,1,1,0,0,,0,1,0,,,,,,,,,,,,,,,,,,6.5927
,Purdue,,1,HOME,0,Alabama,"November 15, 2024",,2,3,0.666666666666667,0,0,0,7,10,0.7,9,2,5,3,1,1,0,1,1,1,0,0,0,0,1,0,70.697,,,,,,0.126436781609195,0.128205128205128,0,0,0,0,0,0,0,0,,6.5927
Purdue Fort Wayne,,,,,,,,,1,8,,0,6,,2,2,,,-7,4,8,1,2,1,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-1.716
,Purdue Fort Wayne,,0,AWAY,0,UCF,"Nov 8, 2024",,1,8,0.125,0,6,0,2,2,1,-7,-7,4,8,1,2,1,1,0,0,0,0,1,0,0,0,24.953,,,,,,0.0588235294117647,0.146666666666667,0,0,0,0,0,0,0,0,,-1.716
Queens,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinnipiac,,,,,,,,,3,7,,1,3,,0,0,,,-7,2,8,0,4,2,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-3.7171
,Quinnipiac,,0,HOME,0,Maine,"Nov 15, 2024",,3,7,0.428571428571429,1,3,0.333333333333333,0,0,0,3,-7,2,8,0,4,2,0,0,1,0,0,0,0,0,0,7.106,,,,,,0.120689655172414,0.254545454545455,0,0,0,0,0,0,0,0,,-3.7171
