,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,RJ Luis Jr.,St. John's,HOME,Quinnipiac,MAAC,1,0,Starter,1,28,8,17,0,3,8,9,6,7,3,2,1,1,24,0,22.887,0,8.45,2,1,0,0,0,0,1,1,1,0,0,0,1,1,23,-22.5,0,0,5602,0,TRUE,1,28,8,17,0,3,8,9,6,7,3,2,1,1,24,RJ Luis Jr.
,RJ Luis Jr.,St. John's,HOME,New Mexico,Mountain West,1,1,Starter,1,36,8,18,1,4,4,5,3,8,7,0,1,3,21,0,32.806,0,8.45,2,1,0,0,0,0,1,1,0,0,1,0,1,1,14,-7.5,0,0,"12,310",0,TRUE,1,36,8,18,1,4,4,5,3,8,7,0,1,3,21,RJ Luis Jr.
,RJ Luis Jr.,St. John's,HOME,Wagner,NEC,1,1,Bench,0,19,3,5,0,1,7,12,1,4,1,1,1,1,13,0,32.957,0,8.45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,-25.5,0,0,"4,751",0,TRUE,0,19,3,5,0,1,7,12,1,4,1,1,1,1,13,RJ Luis Jr.
,Ruben Prey,St. John's,HOME,Fordham,A10,0,,Bench,0,9,2,4,0,1,2,2,1,2,0,1,0,0,6,,11.706,,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.5,0,0,"5,602",0,FALSE, , , , , , , , , , , , , , , , 
,Ruben Prey,St. John's,HOME,Quinnipiac,MAAC,1,0,Bench,0,6,1,1,0,0,3,3,0,0,0,0,0,0,5,0,22.887,0,8.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,-22.5,0,0,5602,0,FALSE, , , , , , , , , , , , , , , , 
,Ruben Prey,St. John's,HOME,New Mexico,Mountain West,1,1,Bench,0,5,1,1,0,0,0,2,0,1,0,0,0,1,2,0,32.806,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7.5,0,0,"12,310",0,FALSE, , , , , , , , , , , , , , , , 
,Sadiku Ibine Ayo,St. John's,HOME,Fordham,A10,0,,Bench,0,9,1,3,1,2,0,0,0,2,0,0,0,0,3,,11.706,,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.5,0,0,"5,602",0,FALSE, , , , , , , , , , , , , , , , 
,Sadiku Ibine Ayo,St. John's,HOME,Quinnipiac,MAAC,1,0,Bench,0,10,0,3,0,1,0,0,2,1,0,0,2,0,0,0,22.887,0,8.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,-22.5,0,0,5602,0,FALSE, , , , , , , , , , , , , , , , 
,Simeon Wilcher,St. John's,HOME,Fordham,A10,0,,Starter,1,27,7,9,1,2,2,2,0,3,0,2,2,1,17,,11.706,,8.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,18.5,0,0,"5,602",0,TRUE,1,27,7,9,1,2,2,2,0,3,0,2,2,1,17,Simeon Wilcher
,Simeon Wilcher,St. John's,HOME,Quinnipiac,MAAC,1,0,Starter,1,25,5,11,1,4,3,4,0,3,1,1,0,5,14,0,22.887,0,8.45,1,0,0,0,0,0,0,0,0,0,0,1,1,0,23,-22.5,0,0,5602,0,TRUE,1,25,5,11,1,4,3,4,0,3,1,1,0,5,14,Simeon Wilcher
,Simeon Wilcher,St. John's,HOME,Wagner,NEC,1,1,Starter,1,30,3,5,1,3,2,2,1,3,2,1,3,2,9,0,32.957,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-25.5,0,0,"4,751",0,TRUE,1,30,3,5,1,3,2,2,1,3,2,1,3,2,9,Simeon Wilcher
,Simeon Wilcher,St. John's,HOME,New Mexico,Mountain West,1,1,Bench,0,14,2,4,0,1,0,0,0,3,1,0,0,3,4,0,32.806,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7.5,0,0,"12,310",0,TRUE,0,14,2,4,0,1,0,0,0,3,1,0,0,3,4,Simeon Wilcher
,Vince Iwuchukwu,St. John's,HOME,Wagner,NEC,1,1,Starter,1,8,1,2,0,0,0,0,0,2,0,0,1,0,2,0,32.957,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-25.5,0,0,"4,751",0,FALSE, , , , , , , , , , , , , , , , 
,Vince Iwuchukwu,St. John's,HOME,Fordham,A10,0,,Bench,0,15,2,3,0,0,2,2,0,4,2,1,0,2,6,,11.706,,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.5,0,0,"5,602",0,FALSE, , , , , , , , , , , , , , , , 
,Vince Iwuchukwu,St. John's,HOME,Quinnipiac,MAAC,1,0,Bench,0,14,3,7,0,0,0,0,2,4,0,0,0,1,6,0,22.887,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-22.5,0,0,5602,0,FALSE, , , , , , , , , , , , , , , , 
,Zuby Ejiofor,St. John's,HOME,Fordham,A10,0,,Starter,1,21,2,4,0,1,1,2,0,1,0,0,0,2,5,,11.706,,8.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,18.5,0,0,"5,602",0,TRUE,1,21,2,4,0,1,1,2,0,1,0,0,0,2,5,Zuby Ejiofor
,Zuby Ejiofor,St. John's,HOME,Quinnipiac,MAAC,1,0,Starter,1,20,3,8,1,2,1,2,0,2,0,0,1,0,8,0,22.887,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-22.5,0,0,5602,0,TRUE,1,20,3,8,1,2,1,2,0,2,0,0,1,0,8,Zuby Ejiofor
,Zuby Ejiofor,St. John's,HOME,New Mexico,Mountain West,1,1,Starter,1,35,3,7,0,2,7,8,7,3,3,1,4,2,13,0,32.806,0,8.45,2,1,0,0,0,0,0,0,1,0,0,0,1,0,14,-7.5,0,0,"12,310",0,TRUE,1,35,3,7,0,2,7,8,7,3,3,1,4,2,13,Zuby Ejiofor
,Zuby Ejiofor,St. John's,HOME,Wagner,NEC,1,1,Bench,0,29,3,5,1,1,1,4,1,5,0,1,5,2,8,0,32.957,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,-25.5,0,0,"4,751",0,TRUE,0,29,3,5,1,1,1,4,1,5,0,1,5,2,8,Zuby Ejiofor
St. Thomas,,,,,,,,,10,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,350,51,101,20,47,22,32,12,49,27,7,30,23,144,10
,Ben Nau,St. Thomas,AWAY,Green Bay,Horizon,0,,Bench,0,12,3,4,2,3,0,0,0,3,1,0,1,1,8,,2.338,,17.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-3.5,0,0,"2,060",0,FALSE, , , , , , , , , , , , , , , , 
,Ben Nau,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,15,0,3,0,3,0,0,0,3,1,0,2,2,0,0,8.597,0,17.816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9,13.5,0,0,5447,0,TRUE,0,15,0,3,0,3,0,0,0,3,1,0,2,2,0,Ben Nau
,Ben Oosterbaan,St. Thomas,AWAY,Green Bay,Horizon,0,,Bench,0,22,1,3,1,1,0,0,1,4,3,0,0,2,3,,2.338,,17.816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-3.5,0,0,"2,060",0,TRUE,0,22,1,3,1,1,0,0,1,4,3,0,0,2,3,Ben Oosterbaan
,Ben Oosterbaan,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,15,0,0,0,0,1,2,0,3,1,1,1,2,1,0,8.597,0,17.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,13.5,0,0,5447,0,TRUE,0,15,0,0,0,0,1,2,0,3,1,1,1,2,1,Ben Oosterbaan
,Carter Bjerke,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,26,4,8,4,8,0,0,2,3,0,1,3,1,12,0,8.597,0,17.816,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,13.5,0,0,5447,0,TRUE,1,26,4,8,4,8,0,0,2,3,0,1,3,1,12,Carter Bjerke
,Carter Bjerke,St. Thomas,AWAY,Green Bay,Horizon,0,,Bench,0,10,1,4,0,1,0,0,1,0,0,0,0,2,2,,2.338,,17.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-3.5,0,0,"2,060",0,FALSE, , , , , , , , , , , , , , , , 
,Drake Dobbs,St. Thomas,AWAY,Green Bay,Horizon,0,,Starter,1,28,3,4,1,1,4,4,0,3,3,0,1,0,11,,2.338,,17.816,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14,-3.5,0,0,"2,060",0,TRUE,1,28,3,4,1,1,4,4,0,3,3,0,1,0,11,Drake Dobbs
,Drake Dobbs,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,30,5,10,2,3,2,2,1,3,4,0,2,0,14,0,8.597,0,17.816,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,13.5,0,0,5447,0,TRUE,1,30,5,10,2,3,2,2,1,3,4,0,2,0,14,Drake Dobbs
,Kendall Blue,St. Thomas,AWAY,Green Bay,Horizon,0,,Starter,1,27,7,10,1,3,2,2,0,3,1,2,3,2,17,,2.338,,17.816,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-3.5,0,0,"2,060",0,TRUE,1,27,7,10,1,3,2,2,0,3,1,2,3,2,17,Kendall Blue
,Kendall Blue,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,31,7,13,4,7,0,1,1,10,2,0,6,1,18,0,8.597,0,17.816,2,1,0,0,0,0,0,1,0,0,0,0,1,0,-9,13.5,0,0,5447,0,TRUE,1,31,7,13,4,7,0,1,1,10,2,0,6,1,18,Kendall Blue
,Miles Barnstable,St. Thomas,AWAY,Green Bay,Horizon,0,,Starter,1,27,6,11,3,7,8,10,2,1,0,0,2,0,23,,2.338,,17.816,1,0,0,0,0,0,0,0,1,0,0,0,1,1,14,-3.5,0,0,"2,060",0,TRUE,1,27,6,11,3,7,8,10,2,1,0,0,2,0,23,Miles Barnstable
,Miles Barnstable,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,24,2,9,2,7,0,0,0,0,1,1,2,3,6,0,8.597,0,17.816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,13.5,0,0,5447,0,TRUE,1,24,2,9,2,7,0,0,0,0,1,1,2,3,6,Miles Barnstable
,Nolan Minessale,St. Thomas,AWAY,Green Bay,Horizon,0,,Starter,1,26,2,4,0,0,2,4,0,4,4,1,3,4,6,,2.338,,17.816,0,0,0,0,0,0,0,0,0,0,1,1,1,0,14,-3.5,0,0,"2,060",0,TRUE,1,26,2,4,0,0,2,4,0,4,4,1,3,4,6,Nolan Minessale
,Nolan Minessale,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,31,5,13,2,5,1,3,4,3,3,0,2,2,13,0,8.597,0,17.816,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-9,13.5,0,0,5447,0,TRUE,1,31,5,13,2,5,1,3,4,3,3,0,2,2,13,Nolan Minessale
,Rich Byhre,St. Thomas,AWAY,Green Bay,Horizon,0,,Starter,1,24,3,5,0,2,0,1,0,6,0,0,1,2,6,,2.338,,17.816,0,0,0,0,1,0,0,1,0,0,0,0,1,0,14,-3.5,0,0,"2,060",0,TRUE,1,24,3,5,0,2,0,1,0,6,0,0,1,2,6,Rich Byhre
,Rich Byhre,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,13,1,3,1,3,0,0,2,0,0,1,1,4,3,0,8.597,0,17.816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9,13.5,0,0,5447,0,FALSE, , , , , , , , , , , , , , , , 
,Ryan Dufault,St. Thomas,AWAY,Green Bay,Horizon,0,,Bench,0,24,6,8,0,0,2,3,1,3,4,1,2,2,14,,2.338,,17.816,1,0,0,0,0,0,0,0,0,0,1,0,1,0,14,-3.5,0,0,"2,060",0,TRUE,0,24,6,8,0,0,2,3,1,3,4,1,2,2,14,Ryan Dufault
,Ryan Dufault,St. Thomas,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,15,1,3,0,0,2,2,0,1,2,0,0,3,4,0,8.597,0,17.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,13.5,0,0,5447,0,FALSE, , , , , , , , , , , , , , , , 
Stanford,,,,,,,,,20,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,20,733,108,230,37,99,67,83,40,83,57,32,27,69,320,8
,Aidan Cammann,Stanford,HOME,Cal St. Fullerton,Big West,0,,Starter,1,15,0,0,0,0,0,0,0,0,1,1,1,4,0,,21.864,,-8.206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,-16.5,0,0,1818,0,TRUE,1,15,0,0,0,0,0,0,0,0,1,1,1,4,0,Aidan Cammann
,Aidan Cammann,Stanford,HOME,Denver,Summit,0,,Starter,1,21,2,6,0,2,0,0,2,0,2,0,2,3,4,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-17.5,0,0,"2,286",0,TRUE,1,21,2,6,0,2,0,0,2,0,2,0,2,3,4,Aidan Cammann
,Aidan Cammann,Stanford,HOME,Northern Arizona,Big Sky,1,0,Bench,0,16,2,2,1,1,0,0,1,0,1,0,1,3,5,0,11.734,0,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-16.5,0,0,"2,055",0,TRUE,0,16,2,2,1,1,0,0,1,0,1,0,1,3,5,Aidan Cammann
,Aidan Cammann,Stanford,HOME,UC Davis,Big West,1,0,Bench,0,18,1,3,0,0,3,3,3,0,0,0,0,3,5,0,14.278,0,-8.206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,-13.5,0,0,2791,0,TRUE,0,18,1,3,0,0,3,3,3,0,0,0,0,3,5,Aidan Cammann
,Anthony Batson Jr.,Stanford,HOME,Denver,Summit,0,,Bench,0,10,0,2,0,2,0,0,0,0,1,3,1,0,0,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
,Anthony Batson Jr.,Stanford,HOME,UC Davis,Big West,1,0,Bench,0,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,14.278,0,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-13.5,0,0,2791,0,FALSE, , , , , , , , , , , , , , , , 
,Benny Gealer,Stanford,HOME,Cal St. Fullerton,Big West,0,,Starter,1,28,7,8,6,7,0,0,1,1,0,0,1,0,20,,21.864,,-8.206,1,0,0,0,0,0,1,0,0,0,0,0,1,1,27,-16.5,0,0,1818,0,TRUE,1,28,7,8,6,7,0,0,1,1,0,0,1,0,20,Benny Gealer
,Benny Gealer,Stanford,HOME,Denver,Summit,0,,Starter,1,25,4,10,4,6,0,0,0,2,3,3,2,3,12,,11.969,,-8.206,1,0,0,0,0,0,0,0,0,1,0,0,1,0,23,-17.5,0,0,"2,286",0,TRUE,1,25,4,10,4,6,0,0,0,2,3,3,2,3,12,Benny Gealer
,Benny Gealer,Stanford,HOME,Northern Arizona,Big Sky,1,0,Starter,1,29,2,8,2,5,4,4,0,2,5,1,0,0,10,0,11.734,0,-8.206,1,0,0,0,0,1,0,0,0,0,1,0,1,0,26,-16.5,0,0,"2,055",0,TRUE,1,29,2,8,2,5,4,4,0,2,5,1,0,0,10,Benny Gealer
,Benny Gealer,Stanford,HOME,UC Davis,Big West,1,0,Starter,1,34,1,10,0,6,6,6,2,3,3,0,0,2,8,0,14.278,0,-8.206,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,-13.5,0,0,2791,0,TRUE,1,34,1,10,0,6,6,6,2,3,3,0,0,2,8,Benny Gealer
,Cameron Grant,Stanford,HOME,Denver,Summit,0,,Bench,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
,Chisom Okpara,Stanford,HOME,Northern Arizona,Big Sky,1,0,Starter,1,20,1,3,0,1,0,0,1,1,1,1,0,2,2,0,11.734,0,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,-16.5,0,0,"2,055",0,TRUE,1,20,1,3,0,1,0,0,1,1,1,1,0,2,2,Chisom Okpara
,Chisom Okpara,Stanford,HOME,UC Davis,Big West,1,0,Starter,1,22,2,4,0,1,2,4,1,0,1,2,1,0,6,0,14.278,0,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-13.5,0,0,2791,0,TRUE,1,22,2,4,0,1,2,4,1,0,1,2,1,0,6,Chisom Okpara
,Chisom Okpara,Stanford,HOME,Cal St. Fullerton,Big West,0,,Bench,0,25,2,9,1,5,5,6,3,3,1,0,1,4,10,,21.864,,-8.206,1,0,0,0,0,0,0,0,1,0,0,1,1,0,27,-16.5,0,0,1818,0,TRUE,0,25,2,9,1,5,5,6,3,3,1,0,1,4,10,Chisom Okpara
,Chisom Okpara,Stanford,HOME,Denver,Summit,0,,Bench,0,16,2,5,0,1,1,2,0,1,1,0,0,3,5,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,TRUE,0,16,2,5,0,1,1,2,0,1,1,0,0,3,5,Chisom Okpara
,Cole Kastner,Stanford,HOME,Denver,Summit,0,,Bench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
,Derin Saran,Stanford,HOME,Cal St. Fullerton,Big West,0,,Bench,0,10,1,1,1,1,0,0,0,1,0,0,0,1,3,,21.864,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-16.5,0,0,1818,0,FALSE, , , , , , , , , , , , , , , , 
,Derin Saran,Stanford,HOME,Denver,Summit,0,,Bench,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
,Jaylen Blakes,Stanford,HOME,Cal St. Fullerton,Big West,0,,Starter,1,28,5,8,0,3,8,12,2,1,5,1,0,3,18,,21.864,,-8.206,1,0,0,0,1,0,0,0,0,0,1,0,1,0,27,-16.5,0,0,1818,0,TRUE,1,28,5,8,0,3,8,12,2,1,5,1,0,3,18,Jaylen Blakes
,Jaylen Blakes,Stanford,HOME,Denver,Summit,0,,Starter,1,29,3,4,0,0,6,7,0,2,6,3,1,3,12,,11.969,,-8.206,1,0,0,0,0,0,0,0,0,1,1,0,1,0,23,-17.5,0,0,"2,286",0,TRUE,1,29,3,4,0,0,6,7,0,2,6,3,1,3,12,Jaylen Blakes
,Jaylen Blakes,Stanford,HOME,Northern Arizona,Big Sky,1,0,Starter,1,26,4,8,1,3,4,5,2,1,4,2,0,1,13,0,11.734,0,-8.206,1,0,0,0,0,0,0,0,0,1,0,0,1,0,26,-16.5,0,0,"2,055",0,TRUE,1,26,4,8,1,3,4,5,2,1,4,2,0,1,13,Jaylen Blakes
,Jaylen Blakes,Stanford,HOME,UC Davis,Big West,1,0,Starter,1,23,5,8,1,3,6,8,1,2,4,2,1,5,17,0,14.278,0,-8.206,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14,-13.5,0,0,2791,0,TRUE,1,23,5,8,1,3,6,8,1,2,4,2,1,5,17,Jaylen Blakes
,Jaylen Thompson,Stanford,HOME,Denver,Summit,0,,Bench,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
,Jaylen Thompson,Stanford,HOME,Northern Arizona,Big Sky,1,0,Bench,0,6,0,1,0,0,2,2,3,0,0,0,0,1,2,0,11.734,0,-8.206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,-16.5,0,0,"2,055",0,FALSE, , , , , , , , , , , , , , , , 
,Maxime Raynaud,Stanford,HOME,Denver,Summit,0,,Starter,1,32,7,15,0,3,2,2,6,6,6,2,3,1,16,,11.969,,-8.206,2,1,0,0,0,0,0,1,1,0,1,0,1,0,23,-17.5,0,0,"2,286",0,TRUE,1,32,7,15,0,3,2,2,6,6,6,2,3,1,16,Maxime Raynaud
,Maxime Raynaud,Stanford,HOME,Cal St. Fullerton,Big West,0,,Starter,1,33,3,11,1,4,7,8,1,13,1,3,2,2,14,,21.864,,-8.206,2,1,0,0,0,0,0,1,0,1,0,0,1,0,27,-16.5,0,0,1818,0,TRUE,1,33,3,11,1,4,7,8,1,13,1,3,2,2,14,Maxime Raynaud
,Maxime Raynaud,Stanford,HOME,Northern Arizona,Big Sky,1,0,Starter,1,32,9,13,1,1,3,4,1,10,2,0,1,2,22,0,11.734,0,-8.206,2,1,0,0,0,0,1,1,0,0,0,0,1,1,26,-16.5,0,0,"2,055",0,TRUE,1,32,9,13,1,1,3,4,1,10,2,0,1,2,22,Maxime Raynaud
,Maxime Raynaud,Stanford,HOME,UC Davis,Big West,1,0,Starter,1,38,13,26,5,10,2,2,8,6,1,2,4,1,33,0,14.278,0,-8.206,2,1,0,0,0,0,1,0,1,0,0,0,1,1,14,-13.5,0,0,2791,0,TRUE,1,38,13,26,5,10,2,2,8,6,1,2,4,1,33,Maxime Raynaud
,Oziyah Sellers,Stanford,HOME,Cal St. Fullerton,Big West,0,,Starter,1,25,2,7,1,5,0,0,0,1,1,1,2,4,5,,21.864,,-8.206,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,-16.5,0,0,1818,0,TRUE,1,25,2,7,1,5,0,0,0,1,1,1,2,4,5,Oziyah Sellers
,Oziyah Sellers,Stanford,HOME,Denver,Summit,0,,Starter,1,32,10,15,2,5,2,2,3,4,0,2,0,1,24,,11.969,,-8.206,1,0,0,0,0,0,1,0,0,0,0,0,1,1,23,-17.5,0,0,"2,286",0,TRUE,1,32,10,15,2,5,2,2,3,4,0,2,0,1,24,Oziyah Sellers
,Oziyah Sellers,Stanford,HOME,Northern Arizona,Big Sky,1,0,Starter,1,35,7,11,3,5,0,0,0,1,0,1,1,2,17,0,11.734,0,-8.206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,-16.5,0,0,"2,055",0,TRUE,1,35,7,11,3,5,0,0,0,1,0,1,1,2,17,Oziyah Sellers
,Oziyah Sellers,Stanford,HOME,UC Davis,Big West,1,0,Starter,1,29,1,8,1,4,2,2,0,3,0,0,3,4,5,0,14.278,0,-8.206,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,-13.5,0,0,2791,0,TRUE,1,29,1,8,1,4,2,2,0,3,0,0,3,4,5,Oziyah Sellers
,Ryan Agarwal,Stanford,HOME,Cal St. Fullerton,Big West,0,,Bench,0,28,3,8,2,7,0,0,0,3,3,2,0,3,8,,21.864,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,-16.5,0,0,1818,0,TRUE,0,28,3,8,2,7,0,0,0,3,3,2,0,3,8,Ryan Agarwal
,Ryan Agarwal,Stanford,HOME,Denver,Summit,0,,Bench,0,21,3,7,0,3,3,5,1,3,0,0,0,3,9,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-17.5,0,0,"2,286",0,TRUE,0,21,3,7,0,3,3,5,1,3,0,0,0,3,9,Ryan Agarwal
,Ryan Agarwal,Stanford,HOME,Northern Arizona,Big Sky,1,0,Bench,0,24,5,6,4,5,1,1,0,4,3,2,0,4,15,0,11.734,0,-8.206,1,0,0,0,0,0,0,0,0,1,0,1,1,0,26,-16.5,0,0,"2,055",0,TRUE,0,24,5,6,4,5,1,1,0,4,3,2,0,4,15,Ryan Agarwal
,Ryan Agarwal,Stanford,HOME,UC Davis,Big West,1,0,Bench,0,29,2,7,1,3,0,0,1,10,2,1,0,3,5,0,14.278,0,-8.206,1,0,0,0,0,0,0,1,0,0,0,0,1,0,14,-13.5,0,0,2791,0,TRUE,0,29,2,7,1,3,0,0,1,10,2,1,0,3,5,Ryan Agarwal
,Tallis Toure,Stanford,HOME,Cal St. Fullerton,Big West,0,,Bench,0,5,1,1,0,0,0,0,1,0,0,0,0,2,2,,21.864,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-16.5,0,0,1818,0,FALSE, , , , , , , , , , , , , , , , 
,Tallis Toure,Stanford,HOME,Denver,Summit,0,,Bench,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,,11.969,,-8.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-17.5,0,0,"2,286",0,FALSE, , , , , , , , , , , , , , , , 
Stephen F. Austin,,,,,,,,,9,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,8,327,29,87,7,28,15,30,18,36,12,13,20,34,80,8
,Chrishawn Christmas,Stephen F. Austin,AWAY,Drake,Missouri Valley,0,0,Starter,1,32,7,11,0,1,0,0,3,5,0,2,4,0,14,0,63.597,0,22.097,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-15,4.5,0,0,2627,0,TRUE,1,32,7,11,0,1,0,0,3,5,0,2,4,0,14,Chrishawn Christmas
,Chrishawn Christmas,Stephen F. Austin,AWAY,Arkansas St.,Sun Belt,0,0,Starter,1,34,2,12,0,2,2,5,3,7,3,4,4,1,6,0,22.157,0,22.097,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-10,7.5,0,0,"4,129",0,TRUE,1,34,2,12,0,2,2,5,3,7,3,4,4,1,6,Chrishawn Christmas
,Clayton Southwick,Stephen F. Austin,AWAY,Arkansas St.,Sun Belt,0,0,Bench,0,11,3,4,0,0,0,0,1,2,0,0,0,2,6,0,22.157,0,22.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,7.5,0,0,"4,129",0,FALSE, , , , , , , , , , , , , , , , 
,Dominic Pangonis,Stephen F. Austin,AWAY,Drake,Missouri Valley,0,0,Bench,0,22,0,4,0,1,1,2,0,0,1,0,1,1,1,0,63.597,0,22.097,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-15,4.5,0,0,2627,0,TRUE,0,22,0,4,0,1,1,2,0,0,1,0,1,1,1,Dominic Pangonis
,Dominic Pangonis,Stephen F. Austin,AWAY,Arkansas St.,Sun Belt,0,0,Bench,0,21,1,6,1,2,0,1,1,1,2,0,1,3,3,0,22.157,0,22.097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-10,7.5,0,0,"4,129",0,TRUE,0,21,1,6,1,2,0,1,1,1,2,0,1,3,3,Dominic Pangonis
